,propensity_scores
313,0.18082812657195993
314,0.18082812657195993
315,0.28192006130865394
316,0.3345552446752911
317,0.21759740843211353
318,0.175872551233136
319,0.19800834863543
320,0.35854798942479826
321,0.18913376122581732
322,0.2989669896531674
323,0.14662519792397663
324,0.31180030127482794
325,0.2876983651579758
326,0.3659013979077955
327,0.14662519792397663
328,0.25559798326853145
329,0.175872551233136
330,0.1852145743374855
331,0.19641296827037885
332,0.2589305814810065
333,0.18082812657195993
334,0.14823093669362458
335,0.2126441894625985
336,0.3924999254218284
337,0.175872551233136
338,0.2381633557975397
339,0.20000232676119312
340,0.14662519792397663
341,0.14662519792397663
342,0.14662519792397663
343,0.14662519792397663
344,0.19641296827037885
345,0.175872551233136
346,0.27426274512271165
347,0.3057457035408589
348,0.2010846650145311
349,0.175872551233136
350,0.28192006130865394
351,0.36724393261727417
352,0.14662519792397663
353,0.28617718361888883
354,0.14662519792397663
355,0.4297839201046076
356,0.2580362685618527
357,0.28297182099205437
358,0.14662519792397663
359,0.2349341564821677
360,0.32809550467302123
361,0.36117202086714345
362,0.14662519792397663
363,0.14662519792397663
364,0.14662519792397663
365,0.18569442284734786
366,0.5053289053963904
367,0.14759834917825845
368,0.28297182099205437
369,0.14662519792397663
370,0.23748519645029365
371,0.26160095466537764
372,0.359629917486988
373,0.18569442284734786
374,0.14662519792397663
375,0.2349341564821677
376,0.17895962661011558
377,0.19641296827037885
378,0.2349341564821677
379,0.3450839415881301
380,0.14662519792397663
381,0.175872551233136
382,0.14662519792397663
383,0.14662519792397663
384,0.1852145743374855
385,0.14662519792397663
386,0.14759834917825845
387,0.3031555201643196
388,0.28617718361888883
389,0.18687009504263216
390,0.33503230214293883
391,0.14662519792397663
392,0.18082812657195993
393,0.2780604935968894
394,0.3303436320647111
395,0.14759834917825845
396,0.24944784989768923
397,0.2349341564821677
398,0.35674596536964026
399,0.14662519792397663
400,0.19641296827037885
401,0.33006170721761935
402,0.32532481319876566
403,0.25559798326853145
404,0.14662519792397663
405,0.14662519792397663
406,0.2269899805114661
407,0.2938040922514576
408,0.25353614572171407
409,0.18082812657195993
410,0.23670024856012828
411,0.14662519792397663
412,0.29858146929375395
413,0.14662519792397663
414,0.14662519792397663
415,0.40115747087130776
416,0.31180030127482794
417,0.1944943438065644
418,0.14662519792397663
419,0.14662519792397663
420,0.22036252087825683
421,0.20000232676119312
422,0.3289331478179291
423,0.14662519792397663
424,0.2989669896531674
425,0.24536005107408757
426,0.19800834863543
427,0.14662519792397663
428,0.14662519792397663
429,0.2989669896531674
430,0.14662519792397663
431,0.3358950166684386
432,0.3716214421285323
433,0.31288530772619
434,0.14662519792397663
435,0.25559798326853145
436,0.14662519792397663
437,0.14662519792397663
438,0.14662519792397663
439,0.25559798326853145
440,0.14662519792397663
441,0.17895962661011558
442,0.5079357201138203
443,0.14662519792397663
444,0.14662519792397663
445,0.17773187892065465
446,0.159558989203116
447,0.175872551233136
448,0.2822317306759041
449,0.18569442284734786
450,0.14823093669362458
451,0.2290189824423433
452,0.25559798326853145
453,0.2989669896531674
454,0.3078827878543158
455,0.17804930198302554
456,0.3306272739438098
457,0.14662519792397663
458,0.14662519792397663
459,0.23670024856012828
460,0.14823093669362458
461,0.14662519792397663
462,0.175872551233136
463,0.175872551233136
464,0.17895962661011558
465,0.3450839415881301
466,0.32405590250047367
467,0.14662519792397663
468,0.2989669896531674
469,0.2876983651579758
470,0.2796575606684623
471,0.35980327411903246
472,0.4142503249432161
473,0.36069460374668383
474,0.159558989203116
